patent_id,number_of_inventors,number_of_local_inventors,number_of_remote_inventors,number_of_clusters (local+remote),radius_local,radius_remote,local_cluster,nonlocal_cluster,remote_cluster
8802091,1,1,0,1,1000,1000,"{'number_of_inventors_in_cluster': 1, 'locations': '(39.0444,-77.1192)', 'center_lat': '39.0444', 'center_lng': '-77.1192', 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}","{'number_of_inventors_in_cluster': 0, 'locations': '', 'center_lat': 'N/A', 'center_lng': 'N/A', 'country': 'N/A', 'geographical_relationship:': 'N/A', 'haversine_distance_to_local': 'N/A'}"
patent_id,number_of_inventors,number_of_local_inventors,number_of_remote_inventors,number_of_clusters (local+remote),radius_local,radius_remote,local_cluster,nonlocal_cluster,remote_cluster
9150656,1,1,0,1,1000,1000,"{'number_of_inventors_in_cluster': 1, 'locations': '(39.0444,-77.1192)', 'center_lat': '39.0444', 'center_lng': '-77.1192', 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}","{'number_of_inventors_in_cluster': 0, 'locations': '', 'center_lat': 'N/A', 'center_lng': 'N/A', 'country': 'N/A', 'geographical_relationship:': 'N/A', 'haversine_distance_to_local': 'N/A'}"
patent_id,number_of_inventors,number_of_local_inventors,number_of_remote_inventors,number_of_clusters (local+remote),radius_local,radius_remote,local_cluster,nonlocal_cluster,remote_cluster
9441049,1,1,0,1,1000,1000,"{'number_of_inventors_in_cluster': 1, 'locations': '(39.0444,-77.1192)', 'center_lat': '39.0444', 'center_lng': '-77.1192', 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}","{'number_of_inventors_in_cluster': 0, 'locations': '', 'center_lat': 'N/A', 'center_lng': 'N/A', 'country': 'N/A', 'geographical_relationship:': 'N/A', 'haversine_distance_to_local': 'N/A'}"
patent_id,number_of_inventors,number_of_local_inventors,number_of_remote_inventors,number_of_clusters (local+remote),radius_local,radius_remote,local_cluster,nonlocal_cluster,remote_cluster
9714295,1,1,0,1,1000,1000,"{'number_of_inventors_in_cluster': 1, 'locations': '(39.0444,-77.1192)', 'center_lat': '39.0444', 'center_lng': '-77.1192', 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}","{'number_of_inventors_in_cluster': 0, 'locations': '', 'center_lat': 'N/A', 'center_lng': 'N/A', 'country': 'N/A', 'geographical_relationship:': 'N/A', 'haversine_distance_to_local': 'N/A'}"
patent_id,number_of_inventors,number_of_local_inventors,number_of_remote_inventors,number_of_clusters (local+remote),radius_local,radius_remote,local_cluster,nonlocal_cluster,remote_cluster
9714296,1,1,0,1,1000,1000,"{'number_of_inventors_in_cluster': 1, 'locations': '(39.0444,-77.1192)', 'center_lat': '39.0444', 'center_lng': '-77.1192', 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}","{'number_of_inventors_in_cluster': 0, 'locations': '', 'center_lat': 'N/A', 'center_lng': 'N/A', 'country': 'N/A', 'geographical_relationship:': 'N/A', 'haversine_distance_to_local': 'N/A'}"
patent_id,number_of_inventors,number_of_local_inventors,number_of_remote_inventors,number_of_clusters (local+remote),radius_local,radius_remote,local_cluster,nonlocal_cluster,remote_cluster
9896508,1,1,0,1,1000,1000,"{'number_of_inventors_in_cluster': 1, 'locations': '(39.0828,-77.2653)', 'center_lat': '39.0828', 'center_lng': '-77.2653', 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}","{'number_of_inventors_in_cluster': 0, 'locations': '', 'center_lat': 'N/A', 'center_lng': 'N/A', 'country': 'N/A', 'geographical_relationship:': 'N/A', 'haversine_distance_to_local': 'N/A'}"
patent_id,number_of_inventors,number_of_local_inventors,number_of_remote_inventors,number_of_clusters (local+remote),radius_local,radius_remote,local_cluster,nonlocal_cluster,remote_cluster
7655016,1,1,0,1,1000,1000,"{'number_of_inventors_in_cluster': 1, 'locations': '(37.775,-122.4183)', 'center_lat': '37.775', 'center_lng': '-122.4183', 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}","{'number_of_inventors_in_cluster': 0, 'locations': '', 'center_lat': 'N/A', 'center_lng': 'N/A', 'country': 'N/A', 'geographical_relationship:': 'N/A', 'haversine_distance_to_local': 'N/A'}"
patent_id,number_of_inventors,number_of_local_inventors,number_of_remote_inventors,number_of_clusters (local+remote),radius_local,radius_remote,local_cluster,nonlocal_cluster,remote_cluster
7655016,6,5,0,1,1000,1000,"{'number_of_inventors_in_cluster': 5, 'locations': '(37.3689,-122.0353); (37.4241,-122.1661); (37.3394,-121.8939); (37.4419,-122.1419); (37.775,-122.4183)', 'center_lat': '37.775', 'center_lng': '-122.4183', 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}","{'number_of_inventors_in_cluster': 0, 'locations': '', 'center_lat': 'N/A', 'center_lng': 'N/A', 'country': 'N/A', 'geographical_relationship:': 'N/A', 'haversine_distance_to_local': 'N/A'}"
